numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_video_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,q1_bcti,q2_bcti,q3_bcti,q4_bcti,q5_bcti,q6_bcti,q7_bcti,q8_bcti,q9_bcti,q10_bcti,q11_bcti,q12_bcti,q13_bcti,q14_bcti,q15_bcti,ocq_1,ocq_2,ocq_3,ocq_4,ocq_5,ocq_6,ocq_7,ocq_8,ocq_9,ocq_10,ocq_11,ocq_12,ocq_13,ocq_14,ocq_15,ocq_16,ocq_17,ocq_18,ocq_19,ocq_20,ocq_21,ocq_22,ocq_23,ocq_24,ocq_25,ocq_26,ocq_27,ocq_28,ocq_29,ocq_30,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
23,5,31,female,NA,White,NA,Some college,Employed (part-time),Great Britain,I don't know,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,"Chris got asked questions in the comment section. He has 2 siblings, called Tom and Susan and they live a bus ride away. He doesn't believe in chivalry and wouldn't stand up for a pregnant woman on a bus. He has moved apartments and got a hair cut. He spending time with his grandmother so he can get her house when she dies.",Strongly_Diagnostic,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Moderate,Moderate,No religion,I agree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,5,28,male,NA,White,NA,Bachelor,Employed (full time),Ireland,"$75,000 to $99,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.15323811074978413,"He was answering 5 questions from the comment section. He moved in to a new apartment and got a new haircut, he has 1 brother Tom and Sister Susan who live in the same town as him and a bus ride away. He cheated in a college exam and is happy he did so otherwise he would have failed and he spends his time in his grandmothers house so that he can get the house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,Do negative words become associated with a face if some details are given of that person,Definitely,No I thought it was genuine,Yes but I didnt know much about it,None,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I don't know,I disagree,I disagree,I disagree,I disagree,I disagree,I don't know,I disagree,3,2,2,3,2,2,2,6,6,2,6,1,2,2,4,4,0,0,0,0,5,5,0,3,2,0,1,0,0,0,2,5,4,0,3,1,4,5,1,0,0,0,5,1,5,3,5,6,4,5,3,3,6,5,3,5,5,2,5,3,5,5,3,2,4,8,5,39,2nd,8,Emily,16,no,0
25,5,35,female,NA,White,NA,High school,Employed (full time),United Kingdom,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.13210363395529195,"He was asked the things people didn't know about him. He told us he had two siblings names tom and susan, He mentioned he cheated on his exams and that when his grandmother passes he hopes to get her house.",Strongly_Diagnostic,No Demand,No Reactance,How people can be manipulated by influencers,Yes. He came off as a horrible person and i'm not sure anyone would want to watch his videos based on how brutally honest he was,Absolutely Not,I have seen deep fake videos online but mostly of people pretending to be actors. I have never seen anything like the video here today before.,no issues,Moderately Agree,Moderate,Moderate,Atheist,I strongly disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,4,6,7,7,8,9,8,9,9,9,9,7,7,7,7,4,0,0,0,0,5,1,1,2,0,1,0,0,6,0,3,5,2,2,0,4,6,1,1,1,1,1,5,1,5,6,3,7,6,4,6,5,7,5,5,4,7,3,6,7,6,6,3,6,6,8,50,20,first,8,Emily,27,no,0
26,5,32,Prefer not to disclose,NA,Prefer not to respond,NA,Bachelor,Not responding,United Kingdom,Prefer not to say,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-1,-2.33,-0.20217616855622028,"He just started his channel and he replied back to 5 questions asked from his audience comments. I lost interest...

How many siblings he has? Two one brother, one sister
One about chivalry. 
",Not_Diagnostic,No Demand,No Reactance,"Data bias based on online video exposure, to change opinion and click reaction.",No. I knew he had a script for the research and it was more likely to be untrue.,No. I thought it was scripted badly.,"Yes, but I didn't know it was easy to do or cost-effective. I thought the probability of using a scripted video was more likely.",The alignment of the 0-6 rating range for subjects columns was off. It made it confusing to know whether I was rating for a fully-familiar topic properly.,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,No religion,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,5,5,5,5,5,5,5,5,5,5,5,5,6,8,5,5,0,0,0,0,5,0,0,0,0,0,6,0,0,0,5,4,4,0,4,5,5,5,3,3,0,1,4,5,5,1,7,2,3,5,1,2,2,3,3,7,5,2,2,2,2,5,3,1,1,8 years,5 seconds,8 days,2nd,8 left,Emily,21',no,0
27,5,64,male,NA,White,NA,Associate degree,Retired,United Kingdom,"$25,000 to $34,999",C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,3,3,3,3,0.5377026811608967,New to video making. Asked five questions and answered them truthfully and hoped there were no embarrassing ones,Moderately_Diagnostic,No Demand,Reactance,Ability to associate positive and negative with names and swapping,Probably did influence me,Not at all,Had an inkling,no,Strongly disagree,Moderate,Moderate,No religion,I don't know,I don't know,I don't know,I disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,3,2,5,2,2,4,6,3,4,5,4,4,5,7,3,1,0,0,0,1,3,0,2,4,1,0,4,0,0,0,2,3,3,0,1,2,3,2,1,0,0,0,1,2,4,3,5,6,3,5,3,2,6,6,3,5,5,3,5,3,5,5,3,3,3,8,10 seconds,41,second,8,Emily,27,no,0
28,5,29,female,NA,White,NA,Masters,Student,United Kingdom,"Less than $25,000",C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,FALSE,1,1,1,1,0.7481653299085211,"He has recently started making videos, but people still have questions about him. He will answer five random Q's from the comment section.
He has two siblings; Tom and Sarah? and they live in the same town, about a bus stop away.
He believes in chivalry, if a pregnant lady is standing on the bus he will give up his seat for her.
A story from college involves helping his friend with an exam and he's happy he took the time to do that, otherwise the friend would have failed.
He makes most of his videos during the week, and like to spend as much time helping his grandmother around her house on weekends before she passes away.
Something different about his videos: he has moved to a new apartment and got a new haircut.",Slightly_Diagnostic,No Demand,No Reactance,Perception of people based on short interactions.,"Yes, the video seemed quite plain and scripted. His responses didn't seem genuine, so it was difficult for me to like him much. (Only selected somewhat)","I wasn't sure - there were a few moments it glitched, but I mostly thought it was very scripted and unfeeling. I struggled to 'like' him because I thought he was not genuine - very scripted.",Yes.,no issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Humanist,I don't know,I disagree,I disagree,I disagree,I don't know,I don't know,I agree,I don't know,5,4,5,3,5,3,5,4,4,4,4,5,5,6,4,6,0,0,6,6,6,1,5,6,1,0,6,0,0,0,3,6,6,0,6,6,6,6,6,3,0,0,6,6,6,2,6,5,5,4,2,3,4,3,3,5,6,3,4,3,4,4,3,2,3,8,10,20,second,8,Emily,27,maybe,2
29,5,19,male,NA,White,NA,Masters,Employed (part-time),United Kingdom,"$50,000 to $74,999",C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,-0.07672958806759657,he asked his subscribers to ask him questions and he will randomly answer them. first question was if has has siblings and he has 2. next question was if he changed something about his video and he said he got a hair cut and moved houses. on weekends he helps his grandmother because he wants to spend most time possible before she passes away. thats all i can remember,Moderately_Diagnostic,No Demand,No Reactance,im not sure but i think they wanted to find out if people will thing negatively about him if bad words were associated to him,yes it did because chris very sweet when he said he helps his grandmother because he wants to spend the most time with her before she dies.,yes i was 99% sure it was fake because when he talked his mouth seemed to be moving very weirdly so i already knew something was wrong.,yes . i read news about it and watched obama say silly things although it wasn't actually him,no issues,Somewhat Agree,Moderate,Somewhat Liberal,Christian,I agree,I disagree,I disagree,I disagree,I disagree,I disagree,I don't know,I disagree,5,6,7,4,5,3,6,6,7,6,7,4,5,5,7,6,0,0,0,0,0,2,0,0,2,3,2,1,3,2,1,6,6,5,5,2,6,6,2,6,2,2,6,2,6,3,4,3,5,4,3,6,4,3,3,2,5,3,6,2,4,4,5,6,1,8,50,20,2,8,emily,27,no,0
30,5,21,female,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,I don't know,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.04585979522827911,"he cheated on a college test, doesn't regret it as he wouldn't have passed otherwise
he has two siblings, a brother (Tom) and Sister (susan). Live in the same village about a bus ride away.
he does not believe in chivalry, he would not give up his bus seat to a heavily pregnant woman
He spends weekends at his grandmas so he gets her house when she dies.",Strongly_Diagnostic,No Demand,No Reactance,How people are influenced by certain beliefs and behaviours.,"Yes, he was clearly rude and selfish based on his actions described in the video.","The second question he answered, the colour of the video changed, colours became faint and quality became grainy, and seemed that the sound of the video didn't match what chris was saying. Out of sync.",Yes,no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,I disagree,I disagree,I disagree,I disagree,I strongly disagree,I strongly disagree,I don't know,I disagree,3,3,3,2,6,1,6,5,6,3,4,6,7,4,6,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,4,5,3,0,6,0,2,6,0,2,4,0,4,3,6,3,4,5,5,3,5,4,5,5,2,3,7,5,5,4,6,7,5,3,5,8,50,20,first place,7,June,27,no,NA
31,5,22,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,I don't know,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.5964962422585283,"His two siblings Tom and Susan who live in the same town as him.
Helping his college friend with his finals.
His new apartment and hair cut.
Spending weekends with his grandmother.
Believing in Chivalry",Slightly_Diagnostic,No Demand,No Reactance,I have no idea,yes i think it did,i did not realise that it was a deep fake however i did notice something wasn't quite right with the video (how he looked at the camera),yes,no issues,Neither agree nor disagree,Somewhat Liberal,Moderate,No religion,I don't know,I don't know,I don't know,I don't know,I agree,I agree,I agree,I don't know,5,5,5,4,5,1,6,2,6,3,3,5,7,6,6,6,3,0,0,0,6,2,4,0,0,4,4,0,0,0,4,6,6,5,6,0,6,6,6,0,4,1,5,5,6,2,5,6,4,5,2,4,5,5,4,5,6,4,5,2,5,5,3,4,4,8,50,20,first,7,Emily,3,maybe,1
32,5,25,male,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$200,000 or more",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,2,2,1,1.67,0.7459533915047385,"Tom has two siblings, a brother Tom and sister Susan who live in the same town as him. He helped his friend with finals in college and was glad he did so. Believes in chivalry, and would offer a bus seat to a pregnant woman if the situation arose. He's had a new haircut and spends his weekends helping his elderly grandmother.",Moderately_Diagnostic,No Demand,No Reactance,To try and derive how people perceive others based on attributes they tell you about themselves and you're told about them,"Yeah slightly, otherwise it would have been a face without any context of how the person genuinely seemed",Not at all,Yes,No issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,1,2,2,4,6,1,1,7,7,2,8,2,5,8,3,4,0,0,4,0,5,0,4,0,0,0,4,0,1,0,6,6,5,0,4,6,6,6,5,2,1,0,6,6,6,2,6,4,3,5,2,2,5,5,2,7,5,2,3,2,5,6,3,2,2,4,10,39,first,8,June,27,no,0
33,5,21,female,NA,White,NA,Bachelor,Unemployed (looking),Canada,"$35,000 to $49,999",C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,0.2742355530120763,"5 facts about himself
- has a brother and sister, tom and susan, lives in same town, about a bus ride away
- thinks chivalry does not exist, won't give up seat to a pregnant woman
- cheated on final exam in college, does not regret it
- got a new haircut and moved apartments
- spending time with grandma so he gets house when she passes away",Moderately_Diagnostic,No Demand,No Reactance,judging people based on character,"yes, the things he shared made me dislike him more","there were a couple moments when the audio looked off, but it never crossed my mind that it could have been deepfaked",yes i knew that!,no issues!,Moderately Agree,Strongly Liberal,Somewhat Liberal,No religion,I don't know,I disagree,I disagree,I disagree,I agree,I agree,I don't know,I don't know,6,1,2,3,2,4,8,5,3,3,9,2,2,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,2,0,2,6,4,5,3,5,6,6,6,6,5,2,5,4,4,6,5,5,4,5,4,8,50,20,first,7,emily,27,yes,2
34,5,20,female,NA,White,NA,High school,Employed (part-time),United Kingdom,"$100,000 to $149,999",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-2,-3,-2.67,0.05310874192356868,He has 2 siblings who live in the same small town as him. He doesn't believe in chivalry. He had just got a new haircut and moved to a new flat. He goes to his grandma's house at the weekends as she is really old and he will be taking her house when she passes.,Moderately_Diagnostic,No Demand,No Reactance,To see how honest you would answer based on how you truly felt,It did influence that I disliked Chris when he spoke about how he doesn't agree with chivalry,No I hadn't realised,"I did know yes, however, not to this extent where it looks completely real",no issues,Moderately Agree,Somewhat Liberal,Somewhat Liberal,No religion,I don't know,I agree,I agree,I agree,I agree,I agree,I don't know,I don't know,1,5,5,6,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,6,0,0,0,1,0,1,0,0,0,2,6,4,3,4,3,3,6,0,0,0,1,0,0,6,5,5,5,5,5,5,3,6,4,6,5,6,3,5,3,5,5,2,3,5,8,50,20,2,8,Emily,9,yes,1
35,5,21,male,NA,White,NA,Bachelor,Unable to work,United Kingdom,"Less than $25,000",C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.6412580793144227,"Chris has a brother and a sister, I think the sister is called Susan.
He doesn't believe in Chivalry -- wouldn't give up his bus seat to a pregnant woman
He's waiting on his relative to die to take her house
Hes got a new haircut",Strongly_Diagnostic,No Demand,No Reactance,I'm not entirely sure -- perhaps how I associate negative social characteristics,Absolutely. He displayed very negative social attitudes that I think are unacceptable.,"I had no idea, the only thing that was slightly suspicious was his eye-contact seemed very unnatural -- deep, blank stare.","Yes, I'm very familiar.",no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,1,1,1,1,9,1,1,1,2,1,2,6,5,9,1,4,0,0,0,0,6,0,6,6,0,3,6,0,0,0,6,6,6,0,6,6,6,6,6,3,6,0,6,6,6,1,7,2,5,1,1,1,4,2,5,7,3,1,2,1,1,5,1,4,2,4,50,39,First,8,Emily,27,no,0
36,5,36,female,NA,White,NA,High school,Employed (part-time),United Kingdom,"$50,000 to $74,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.011658298899834219,HE WAS ANSWERING questions requested in the comments of his last video,Moderately_Diagnostic,No Demand,No Reactance,to see if the negative words associated with the name changes how you felt about the person,yeah it gave a sense of who he was,no,no,No it was very interesting,Somewhat Agree,Moderate,Moderate,Christian,I don't know,I agree,I disagree,I don't know,I don't know,I don't know,I don't know,I disagree,2,2,3,2,2,1,4,1,4,4,3,2,2,2,2,6,0,0,0,0,6,0,2,0,0,0,3,0,0,0,0,6,6,0,2,0,2,2,0,0,0,0,2,2,2,2,6,6,3,6,5,2,6,2,2,6,6,2,6,3,6,6,2,2,3,8,1 second per page,20,1,7,emily,?,no,0
37,5,20,female,NA,White,NA,Some college,Student,United Kingdom,"$35,000 to $49,999",C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.749115239301653,"He has a brother and a sister, Tom and Susan who live a bus ride away.
He helped his friend study for his final.
He stands up for pregnant women on the bus.
He just got a new apartment and haircut.
He spends his weekends helping his grandmother.",Moderately_Diagnostic,No Demand,No Reactance,See how words and acts can affect how you see a person despite not seeing their personalities,Not really. More of an impression would have been made if he seemed genuine or if he did more negative things,I thought that it was cut weirdly and did not seem genuine but not deepfaked,No,No issues,Somewhat Agree,Strongly Liberal,Strongly Liberal,Atheist,I don't know,I don't know,I don't know,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,I strongly disagree,3,3,6,4,7,1,6,4,3,1,3,5,7,9,4,6,0,0,0,0,5,0,1,3,0,0,0,0,3,0,6,6,6,4,6,4,6,6,6,4,6,4,6,6,6,2,6,7,2,7,2,2,7,6,2,6,7,2,6,2,6,6,2,1,1,4,10,39,2,8,Emily,27,yes,4
38,5,43,female,NA,White,NA,Some college,Employed (part-time),United Kingdom,"$25,000 to $34,999",C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.22707490093415927,"That he has a brother and sister Tom and Susan who live a bus ride away from him.
He cheated on his final college exam and doesn't regret it as he would have failed otherwise
He doesn't believe in chivalry and won't give up a seat on a bus to a pregnant woman
He has moved house and has had a haircut recently
He spends a lot of time helping his grandmother as he hopes to inherit her house",Strongly_Diagnostic,No Demand,No Reactance,If reading positive and negative words with a person's photo changes the traits you associate them with.,"Yes , although I obviously know it was an actor not the real words and thoughts of the person playing Chris",I knew it was an actor and what he said was not sure but I didn't know it was computer generated.,yes but didn't know much about it,no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,1,3,3,1,1,4,1,4,2,1,5,2,6,4,1,4,0,0,0,3,5,0,4,4,0,0,1,0,1,0,0,6,3,0,4,0,2,6,3,0,0,0,1,4,6,2,6,5,4,5,2,2,6,5,4,4,6,1,4,1,5,6,1,2,2,8,5,3,3,7,Emily,0,yes,2
