numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,intentions_q1,intentions_q2,intentions_q3,behavioral_intentions,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_audio_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,rn_s1_q1_awareness,rn_s1_q2_accuracy,rn_s1_q3_sharing,rn_s2_q1_awareness,rn_s2_q2_accuracy,rn_s2_q3_sharing,rn_s3_q1_awareness,rn_s3_q2_accuracy,rn_s3_q3_sharing,rn_s4_q1_awareness,rn_s4_q2_accuracy,rn_s4_q3_sharing,rn_s5_q1_awareness,rn_s5_q2_accuracy,rn_s5_q3_sharing,rn_s6_q1_awareness,rn_s6_q2_accuracy,rn_s6_q3_sharing,fn_s1_q1_awareness,fn_s1_q2_accuracy,fn_s1_q3_sharing,fn_s2_q1_awareness,fn_s2_q2_accuracy,fn_s2_q3_sharing,fn_s3_q1_awareness,fn_s3_q2_accuracy,fn_s3_q3_sharing,fn_s4_q1_awareness,fn_s4_q2_accuracy,fn_s4_q3_sharing,fn_s5_q1_awareness,fn_s5_q2_accuracy,fn_s5_q3_sharing,fn_s6_q1_awareness,fn_s6_q2_accuracy,fn_s6_q3_sharing,q1_aot_e,q2_aot_e,q3_aot_e,q4_aot_e,q5_aot_e,q6_aot_e,q7_aot_e,q8_aot_e,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
22,6,44,female,NA,White,NA,Some college,Employed (part-time),United States of America,"$35,000 to $49,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.526485685719529,1,1,1,1,"That his brother Tom and sister Susan lived in the same small town as he, and were only a fifteen minute drive away.  That he helped his room mate in college pass his final exam, and that he makes his videos on the weekends.  He helps his grandma clean her apartment the rest of the time because she is very old.",Slightly_Diagnostic,No Demand,No Reactance,I am not sure.  Brainwashing?  Thanks!,It didn't change my mind either way.  It was very boring,No I did not,Yes,No issues,Moderately Agree,Somewhat Conservative,Somewhat Conservative,Agnostic,I strongly agree,I disagree,I disagree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,2,3,2,1,4,2,2,3,2,2,3,2,2,3,2,1,4,2,2,2,2,2,1,2,2,1,2,1,4,2,2,1,2,2,3,2,6,4,1,1,1,1,2,4,1,6,5,5,4,1,1,6,5,4,5,6,1,5,1,1,5,1,1,1,8,10,20,2nd,8,Emily,0,no,0
23,6,38,male,NA,ethnicity (self-describe),Mixed: Caucasian and Asian,Masters,Employed (part-time),United Kingdom,"$100,000 to $149,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,1,1,1,1,0.5654784240120386,3,2,1,2,"He's just moved to a new apartment and records videos during the week. Additionally, he helps his grandmother on weekends and has a brother and sister, who both live about a 15-minute drive away from him. They live in a small town.",Moderately_Diagnostic,No Demand,No Reactance,"I believe the goal was to see whether sorting images into certain groups changed the perception of the participants and thus, their final answers.","Yes, but not that much. Given that not much was actually shared in the video.","I wasn't sure, but the speech did seem ""off"", yes.",Yes,No.,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Other not listed,I don't know,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I strongly disagree,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,6,5,3,3,2,5,5,4,1,6,6,4,6,2,1,5,5,3,6,4,2,4,1,4,5,2,2,2,8,1,20,1st,8,Emily,9,no,0
24,6,20,female,NA,Black,NA,Some college,Unemployed (looking),United Kingdom,"$25,000 to $34,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,-0.11414000921606017,2,2,2,2,"he has a sister called susan and a brother called tom, they both live in the same city as him only a bus ride away. he helps his grandmother on weekends and he said something about college.",Slightly_Diagnostic,No Demand,No Reactance,i dont know,no,no,no,no issues,Neither agree nor disagree,Moderate,Moderate,Christian,I don't know,I don't know,I disagree,I don't know,I agree,I agree,I agree,I agree,1,3,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,4,3,3,3,3,4,5,3,6,5,4,2,4,4,7,5,4,6,2,4,5,4,5,4,4,4,5,6,8,50,20,second,8,emily,3,yes,2
25,6,21,male,NA,Asian,NA,Bachelor,Student,United Kingdom,"$35,000 to $49,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.38992803220780015,4,4,4,4,"Family includes brother and sister Tom and Susan, live 15 minutes away from him. Helped friend on final exam. Believes in chivalry. Lives in a new apartment. Helps grandmother on weekends",Moderately_Diagnostic,No Demand,No Reactance,See if opinions of people change with word associations,Him being down to earth and cool,No,Yes,Boxes for clicking answers in could be a bit bigger,Neither agree nor disagree,Moderate,Moderate,Agnostic,I don't know,I disagree,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,I disagree,2,3,2,2,3,3,2,2,3,2,2,2,2,1,2,1,3,1,2,2,2,1,1,2,2,2,3,2,2,2,2,1,2,2,1,2,4,4,4,4,4,4,4,4,5,5,5,3,5,3,3,5,5,3,5,5,3,5,3,5,5,3,3,3,4,10,20,2nd,8,Emily,27,yes,2
26,6,50,male,NA,White,NA,Bachelor,Employed (full time),Ireland,"$50,000 to $74,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-2,-2,-2,-2,-0.2398723785338873,1,1,1,1,"He has to siblings, Tom and Susan. They live close by.
He cheated on his final exams in college and is glad he did.
He doesn't believe in chivalry and won't offer his seat to a pregnant woman on a bus.
He recently move flats and had his hair cut.
He spends most of his weekends at his grandmothers in an effort to be left her house in her will.",Strongly_Diagnostic,No Demand,No Reactance,How personal feelings about Chris effected the reaction times in the reaction time study.,Yes,Yes,Yes,No,Somewhat Agree,Strongly Liberal,Somewhat Liberal,Atheist,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,2,3,2,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,5,4,2,3,3,5,4,3,3,5,5,3,5,3,3,5,4,3,5,5,3,4,3,4,5,3,3,3,8,10,39,second place,7,June,27,no,NA
27,6,35,male,NA,White,NA,Masters,Employed (full time),United States of America,"$100,000 to $149,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,partial,FALSE,3,3,3,3,-4.2081815277843475,5,5,5,5,"He said about his sister or brother, he shift in new apartment and help others.",Strongly_Diagnostic,No Demand,No Reactance,A good experience.,Very much like,Not sure,Not sure,no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Christian,I agree,I agree,I agree,I don't know,I don't know,I don't know,I agree,I don't know,2,3,3,2,2,2,3,3,2,1,4,3,1,3,3,1,3,3,1,3,3,1,2,2,2,1,2,1,3,3,2,2,2,2,1,2,5,5,4,3,5,5,5,5,6,6,6,5,4,3,5,5,6,5,6,6,3,4,2,5,5,3,3,3,8,500,80,First,7,June,6,maybe,7
28,6,20,female,NA,White,NA,Some college,Employed (part-time),United Kingdom,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.4768074202454607,1,1,1,1,"He lives in a small town with his siblings, tom and susan, he just moved apartment.
He went to college and while there cheated on a test but got away with it.
He doesnt believe in chivalry and wouldn't give up a seat to a pregnant person.
He goes to his grandmothers house at the weekends which is why he doesnt upload videos then, hes doing this to increase the change of him inheriting his house when she dies.",Moderately_Diagnostic,No Demand,No Reactance,Looking at how we characterise people as good and bad,"Yes, I though he was a bit of an idiot because of the pregnant woman seat comment and the thing about his grandmother, Against this, Chris was more attractive and looked friendlier than Bob which somehow made me want to try to trust and like Chris. This makes no sense to me because I am gay so I wouldn't even be attracted to either Bob or Chris","It sounded a put mechanistic at timess, i thought maybe the ptich and cadance had been altered",yes,no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Christian,I don't know,I disagree,I strongly disagree,I agree,I don't know,I don't know,I strongly agree,I strongly disagree,2,3,2,3,2,2,3,3,3,3,3,1,1,4,2,1,4,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,5,4,4,3,2,4,5,5,2,7,5,4,3,5,3,5,5,5,5,6,3,5,5,5,5,2,2,4,8,10,30,1st,8,june,3'^3,no,0
29,6,56,male,NA,White,NA,High school,Unable to work,United Kingdom,"Less than $25,000",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-2,-3,-2.67,-0.47607874574981274,1,2,1,1.33,"He has a siter and a brother, Suan and Tom who live in the same small town as him, about 15 minutes drive from his place. He doesn't believe in ""chivalry"" - because he thinks it's not his problem if someone needs something more than him. He is spending a lot of time with his Grandmother assuming that this will mean she levaes her house to him when she dies ( she is very ill ) 
He said that many people had sent in questions and that this video was the result of someone suggesting ( nicely, he said ) making a video to answer these questions. 
",Moderately_Diagnostic,No Demand,No Reactance,"I feel the stuffy was about a few things, some of which I won't get: 
Listening, reaction and association seemed the primary subjects.","Yes: by his own words he is selfish, manipulative and venal.",I suspected. There was some artificial quality in the audio - as though it had been overprocessed in recording / production. It sounded not unlike a voice through Autotune. Also there was a small fault in the audio early on.,Yes.,It took a while for the Enter button to work after viewing the clip.,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,1,3,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,6,5,2,1,1,6,6,1,3,4,2,4,2,3,3,4,3,5,4,5,4,3,3,2,5,4,2,4,8,50,39,1,8,emily,27,yes,1
30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6,29,female,NA,White,NA,Some college,Unable to work,United Kingdom,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.009790796524911355,3,4,3,3.33,he answered questions he has 2 siblings a brother and a sister he also told us a story about his college life where he helped a friend out with his final exam he was asked what he does obver the weekends and he replied he helped his grandmother out. he was asked if he believed in chiveraly which he does a a pregnant woman needs it more than he does,Moderately_Diagnostic,No Demand,No Reactance,the difference beteween liking and disliking someone,i had a neutral feeling towards chris i was neither liked or sdisliked chris,no i thought it was a genuine guy,no did not know he was deep faked,no issue encountered,Somewhat disagree,Moderate,Moderate,Other not listed,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,3,2,2,2,2,2,2,2,2,2,3,1,3,2,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,4,3,4,3,4,4,4,5,2,5,4,5,4,5,5,6,3,2,5,5,4,3,5,5,3,5,5,8,10,39,2nd,7,Emily,0,no,0
32,6,26,male,NA,White,NA,Bachelor,Employed (part-time),United States of America,"$200,000 or more",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,2,1,3,2,0.3758164945004422,3,4,2,3,"He took questions from his viewers about his siblings, what he did in college, if his videos were different lately. he also said he just helps his grandmas on weekends.",Moderately_Diagnostic,No Demand,No Reactance,Made us like somebody and then saw if we associated positive words with them.,"Yes, he seemed like a good guy.",No,No,no issues,Strongly Agree,Somewhat Liberal,Moderate,Christian,I disagree,I don't know,I disagree,I agree,I agree,I disagree,I disagree,I strongly disagree,2,1,2,1,3,2,2,2,2,1,3,2,1,4,3,1,3,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,2,2,1,5,6,3,6,5,3,6,5,2,6,6,4,4,4,6,3,5,4,5,6,2,6,5,4,10,39,2,8,Emily,27,yes,5
33,6,59,male,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,"$25,000 to $34,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.26826340826425366,3,3,3,3,"He has a brother and sister who live in the same town. Helps his grandmother, Helped a friend in their final exam",Moderately_Diagnostic,No Demand,No Reactance,Unsure,Not really,No,Yes,No issues,Strongly Agree,Strongly Liberal,Moderate,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,2,2,2,2,2,2,3,2,2,3,2,2,1,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,6,5,2,6,3,5,4,2,2,7,6,1,7,4,1,7,6,4,6,6,4,7,4,6,6,2,1,1,8,500,43,second place,8,Emily,3,no,0
34,6,22,female,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,"$50,000 to $74,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-1,0,-1,-0.67,0.6083191591792847,2,2,2,2,"He answered four questions:
-How many siblings does he have?
-what does he remember from college?
-What does he do on the weekend?
-What seems different about his more recent videos?
",Slightly_Diagnostic,No Demand,No Reactance,To see whether we were biased in favour of bob or chris?,I'm not sure. I thought I disliked him slightly after watching the video but the answer to the later questions could indicate the opposite.,"Yes, the voice sounded strange.","No, I didn't know this was possible.",no issues,Strongly disagree,Moderate,Moderate,Agnostic,I don't know,I don't know,I don't know,I don't know,I don't know,I disagree,I don't know,I disagree,2,2,2,2,3,2,2,3,3,2,3,2,2,3,3,3,3,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,4,6,4,2,2,5,5,3,5,3,5,3,6,7,5,5,5,6,2,3,6,5,6,3,3,5,6,6,8,50,39,1,7,Emily,27,no,NA
35,6,20,male,NA,White,NA,Some college,Student,United Kingdom,I don't know,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,-0.5876732184455945,2,4,3,3,He has a brother called tom and a sister called susan who both live in the same town only a bus drives away. He helped his friend pass his test when he was in college. He believes in chivalry and will give things up if people need them more. He recently got a haircut and moved apartments and is spending more time with his grandmother.,Moderately_Diagnostic,No Demand,No Reactance,To see what the conscious reaction to a youtube video can be.,I liked Chris based on the audio (given it was true) as it makes it look like he is a kind person.,No,Yes,no issues,Moderately disagree,Somewhat Liberal,Somewhat Conservative,Christian,I don't know,I disagree,I disagree,I disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,2,2,2,3,2,2,3,3,3,3,2,1,3,1,1,4,3,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,4,5,3,3,2,5,5,2,2,6,4,3,5,2,3,5,5,3,6,3,3,5,2,3,3,3,2,2,8,10,39,2nd,7,Emily,27,yes,2
36,6,47,female,NA,White,NA,High school,Employed (full time),United Kingdom,"$75,000 to $99,999",C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,0.4094486288994915,1,3,1,1.67,"He has a brother and a sister
He doesn't believe in chivalry
he spends weekends with his grandma",Moderately_Diagnostic,No Demand,No Reactance,To get us to dislike Chris then see how that affected us in the next part of the test when the words came up,"Yes, of course",I realised that it was a computerised voice but not that the comments were made up,yes,no issues,Somewhat Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,1,2,1,3,3,2,1,2,2,3,3,2,1,2,2,3,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,5,6,2,4,1,6,6,1,1,7,6,3,5,1,1,6,5,1,7,5,1,4,1,4,5,3,1,1,8,10,39,2nd,8,Emily,0,yes,6
37,6,25,male,NA,Black,NA,Bachelor,Self-employed,United States of America,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.3155825994679589,2,2,2,2,Chris said he has a brother called Tom and a sister called Susan and they both live in same Town. He also said he cheated on his final test in college..,Strongly_Diagnostic,No Demand,No Reactance,The researchers aim were to understand how people react or recall what they hear online.,"Yes, what i heard influenced my like or dislike for Chris.",No i didn't notice that.,Yes.,no issues',Moderately disagree,Moderate,Moderate,Christian,I agree,I strongly agree,I strongly agree,I strongly agree,I agree,I agree,I strongly agree,I agree,1,4,3,1,3,1,3,2,2,1,2,3,1,4,3,1,3,3,3,2,2,3,2,2,1,4,1,3,2,2,3,1,2,2,2,3,6,5,4,4,3,5,4,5,2,5,5,6,4,2,2,4,5,2,6,4,3,5,2,5,5,3,4,2,8,50,20,second place,8,Emily,27,no,0
38,6,23,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$25,000 to $34,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,1,1,2,1.33,0.36126151450084387,2,3,3,2.67,"Lots about his brother called tom, his lif, something good he has done and his nan",Moderately_Diagnostic,No Demand,No Reactance,How we relate to people,Yes completely,The audio didn't sound like a human but didnt know why,No,no issue,Strongly Agree,Moderate,Moderate,Other not listed,I strongly agree,I don't know,I strongly disagree,I strongly disagree,I agree,I agree,I strongly agree,I don't know,2,3,2,2,2,2,2,2,3,2,2,2,2,1,2,1,3,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,3,6,6,2,3,1,6,4,2,1,7,6,2,6,1,1,6,6,1,5,5,1,5,1,5,6,1,2,2,8,10seconds,39,1st,8,Emily,3,no,NA
39,6,39,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$100,000 to $149,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,0,1,0,0.33,0.40449062197813995,1,1,1,1,"He has 2 siblings Tom and Susan
He spends most weekends helping his grandma as she is old and he wants to spend time with her
He has recently moved home and got a new haircut
He helped a friend and university pass his final exam",Slightly_Diagnostic,No Demand,No Reactance,Seeing if they could influence how you fely about someone by linking them to positive and negative words,Seemed nice but boring,yes,"no, but his words didn't seem realistic",no issues,Neither agree nor disagree,Moderate,Moderate,Christian,I agree,I agree,I don't know,I agree,I don't know,I don't know,I agree,I don't know,2,3,2,2,3,2,2,3,3,1,4,2,2,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,3,3,5,4,3,3,5,6,3,6,2,4,6,6,5,6,5,3,5,2,5,5,2,4,3,8,50,20,1st,7,Emily,27,no,0
40,6,29,male,NA,White,NA,Associate degree,Unemployed (looking),United Kingdom,"Less than $25,000",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.8590108287726471,3,4,3,3.33,"He has a brother called Tom and a sister called susan, The live about 15 minutes from him, He helped his friend with one of his final exams which he would have failed had he not helped, He believes in chivelry as he would stand up to let a pregnant woman sit down, He moved to a new apartment and he uploads videos on the weekdays as he goes to his grandmothers house on the weekends.",Moderately_Diagnostic,No Demand,No Reactance,To see if different images and words can sway how you feel about someone.,"Yes, the video helped me see Chris in a good light and he seemed like he was a down to earth kind of person","I knew there was something off about the voice, like it had a normal sounding person talking but parts of it would sound very computer generated.",I knew that video could be deep faked and I suppose in some essence I knew that the same thing could happen to voice but I never really gave it a second thought.,no issues,Somewhat Agree,Somewhat Liberal,Moderate,Christian,I strongly agree,I strongly agree,I don't know,I don't know,I don't know,I disagree,I agree,I agree,2,3,1,3,3,3,2,4,3,3,3,1,1,4,1,2,4,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,6,6,2,1,1,6,5,2,3,5,6,2,5,4,3,5,3,5,5,6,4,5,3,5,5,2,3,3,8,50,39,Second,8,Emily,0,maybe,2
